G_sol,DeltaG_sol,volume,sol_dip,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,LogS
-25421.721,2.2227,293.702,0.0944579,0,-0.7386,-0.09682,0.07655,0,242.3196,453.4184265,-6.589999
-27420.9845,-129.2369,295.767,10.2564,-1.85649,0.31849,-0.78491,1.91561,-1.58137,280.3008,491.038208,-2.58
-18635.5793,88.4582,112.988,2.80946,-0.32008,0.02868,-0.32008,0.23255,-0.62016,95.1006,249.175705,-0.46
-19973.1011,-4.9258,133.73,8.79232,-0.72611,0.64939,-0.41943,0.37253,-1.2824,128.0902,272.2751465,0.083568
-30591.8557,-208.2405,395.854,8.4007,-1.45063,1.77639,-0.4784,0.4704,-2.58241,361.3721,564.1416016,-1.2655
-18455.5897,-308.5729,88.3793,2.8582,-0.86699,0.73385,-0.5269,0.50734,-1.22565,75.067,226.4566956,0.97
-36867.088,-90.268,607.368,3.39663,-0.73918,-0.49211,-0.37902,0.21095,-1.11642,471.6814,850.286499,-4.871
-22822.2999,90.1506,242.92,1.0778,0,-0.67798,-0.09036,0.07454,0,202.255,398.3213806,-5.945064
-25062.7357,719.1812,250.16,7.20439,-0.61106,0.3501,-0.44951,0.39827,-1.06057,223.2306,424.4527893,-4.61
-32751.1315,-120.978,408.038,5.80795,-1.48404,0.72846,-0.42106,0.42538,-2.26457,372.8073,612.8497314,-4.55319
-27360.8708,23.8567,325.74,2.4482,-1.20044,0.52417,-0.42846,0.52815,-1.34278,295.297,506.9263916,-3.8
-22687.0332,-80.6528,201.085,5.70323,-1.79271,0.78712,-0.4171,0.37605,-1.79271,186.164,342.9440613,-0.27
-25527.5761,35.6552,313.492,0.268027,0,-0.81996,-0.06121,0.06977,0,276.3368,460.6960754,-9.030118
-23633.3689,-10.0364,240.242,0.0537749,0,-0.60471,-0.10968,0.07669,0,192.2598,409.2254028,-6.959999
-27401.4196,377.5132,298.626,4.42866,-1.9271,-0.73519,-0.78038,1.94422,-0.27373,281.3438,486.0562134,-4.449
-24472.0764,-3.478,261.711,0.0442956,0,-0.72055,-0.09921,0.08709,0,216.2818,431.3045959,-8.040005
-25522.5138,107.0407,297.522,0.355459,0,-0.81203,-0.07714,0.07153,0,252.3148,462.9644775,-8.489991
-29561.4675,16.4996,432.361,5.85004,-0.74304,0.07475,-0.38799,0.30078,-0.74304,340.5046,552.105896,-5.27
-31722.835,-201.2128,403.851,12.287,-3.07985,0.02999,-0.77708,1.90856,-1.69633,421.4085,595.7062378,-3.59
-16004.4556,-39.8553,68.8962,0.151016,0,0.14203,-0.2883,0.14233,-0.55022,46.0718,197.1527557,1.34
-26600.9989,56.7214,275.235,2.54135,-0.75882,0.52524,-0.50215,0.50148,-1.20392,225.305,475.9816589,-2.09
-26562.0196,193.2799,275.167,3.77424,0,1.6966,-0.46872,0.42157,-2.10816,229.7119,471.7125244,-4.06
-29887.7863,144.6126,385.322,2.92547,-1.12243,0.40823,-0.40097,0.39377,-1.54121,324.3786,596.2441406,-3.73
-29093.6743,237.3272,322.825,3.10963,-1.72613,0.64799,-0.39091,0.67144,-1.3729,328.2039,507.5221863,-5.22
-22091.5711,11.6037,208.018,0.0115441,0,0.00909,-0.14308,0.05559,0,128.257,368.6878662,-5.05
-30447.1654,-71.0099,359.57,2.64609,-1.38039,0.68396,-0.51454,0.5096,-1.76637,301.3414,602.6848755,-4.69948
-24578.8891,74.4611,262.21,0.185741,0,-0.72583,-0.10019,0.08464,0,216.2818,425.7159424,-6.679999
-19638.4081,3.189,136.574,2.70442,0,-0.29985,-0.32046,0.2154,-0.49328,108.1426,285.6184692,0.07
-31249.0677,-338.3682,390.244,8.29407,-0.78914,0.75875,-0.41891,0.36315,-1.36366,311.8509,569.6134644,-4.1915
-26985.2563,-133.601,282.721,3.91033,0,-0.18071,-0.08069,0.10435,-0.27073,291.9914,442.2168274,-7.160001
-27983.135,78.8601,327.205,1.76103,-0.39427,-0.04257,-0.39427,0.21247,-0.39427,214.3904,577.6259766,-6.105868
-27938.5305,87.2884,312.659,4.10287,-0.75392,0.53129,-0.45457,0.2957,-1.13566,253.3586,524.4295654,-3.93
-37046.6869,27.1605,577.321,0.000194806,0,-0.4088,-0.03129,0.02765,0,366.7126,951.7295532,-8.330032
-21872.3075,-160.5968,182.346,3.06566,-0.74678,0.4235,-0.43308,0.39033,-1.60977,155.156,325.6269531,-0.56543
-18309.3401,199.1407,107.402,4.76456,-0.47161,0.44583,-0.47161,0.37086,-0.87283,85.1054,248.3931122,1.07
-32135.7449,921.6984,405.777,7.86387,-1.50513,0.75868,-0.56823,0.96374,-1.52687,345.3927,605.788147,-4.19
-20310.1005,16.9747,140.017,2.59346,-0.32444,-0.11883,-0.32444,0.23434,-0.44278,128.5579,282.5514526,-0.7
-23232.4062,-246.5161,217.423,0.0400513,0,-0.17927,-0.06801,0.02764,0,140.268,397.4005127,-6.08
-19210.6026,0.7191,138.352,1.8212,-0.38359,0.01329,-0.38359,0.21038,-0.38359,100.1602,280.6763,-0.44
-19485.6499,-28.3436,143.8,2.49518,0,0.0134,-0.30206,0.0904,-0.30206,107.1548,290.56604,0.38
-28966.3991,-86.4111,298.369,2.20292,-1.24361,0.8553,-0.58853,1.08085,-1.12993,322.53,459.7139282,-4.82
-17629.1216,-45.5306,92.8374,4.14116,-0.50154,0.26673,-0.50154,0.41428,-0.87458,71.0786,229.4373322,0.970115
-27867.0012,-336.1304,272.577,2.89481,-0.39656,0.17388,-0.19892,0.10892,-0.60908,287.5293,431.7147217,-7.596665
-11814.1944,-2.1118,49.1373,0.000301296,0,-0.32628,-0.16315,0.16316,0,26.0378,153.3953247,0.29
-25896.6935,-20.2463,263.182,3.82882,-1.07705,0.4608,-0.44202,0.44017,-1.48397,250.2012,426.2732239,-4.114
-26294.505,1.5378,306.89,2.72236,-0.6669,0.25314,-0.36114,0.25299,-1.36613,256.3036,480.0740051,-2.6
-28507.2244,23.6942,393.265,1.27227,-0.3602,-0.12417,-0.37352,0.20031,-0.73372,301.471,563.4611206,-1.815
-19473.0528,99.1217,145.638,2.52351,0,0.04142,-0.31468,0.09345,-0.31468,107.1548,295.6008911,0.38
-19034.5116,72.6768,111.603,4.59283,-0.49497,0.07371,-0.39348,0.37711,-0.49497,96.0854,251.094162,-0.1
-34235.1922,-1544.6405,391.784,10.7667,-2.25896,1.16099,-0.46761,0.50534,-2.00347,346.339,548.0637817,-4.63622
-25328.3652,-21.8857,239.307,4.99567,-1.11209,0.65394,-0.42632,0.36229,-1.33785,243.6643,381.9944153,-2.61
-25934.3404,-87.9523,256.906,6.52449,-3.4091,-1.08576,-0.7858,1.9491,0.11313,281.316,423.7268982,-3.671
-28491.6552,563.3401,322.651,5.80538,-2.56058,-0.31628,-0.78868,1.78842,-0.88397,308.3082,519.1553955,-4.489
-24639.6975,-756.941,208.041,7.04708,-1.31204,0.48931,-0.51119,0.52105,-1.51669,198.1378,387.242157,-2.92
-29343.915,42.6474,364.306,3.76106,-0.60913,0.2386,-0.30484,0.24671,-0.9723,345.6523,550.27948,-6.589107
-19121.9644,-13.7222,106.894,8.18413,-0.71485,0.37858,-0.47466,0.63942,-1.22504,104.0682,245.2675476,-1.37
-29593.9202,173.1842,339.51,1.18581,-1.57057,1.03471,-0.49902,0.51016,-2.18231,300.3134,572.0317383,-4.789885
-24131.1861,15.4871,239.238,4.5059,-0.74293,0.1824,-0.43085,0.39044,-1.40991,205.2158,398.8522644,-1.407
-23862.3066,0.634,276.246,0.0029075,0,-0.81013,-0.05921,0.07232,0,228.2928,441.3423767,-8.59998
-28179.171,-240.9379,312.597,10.1041,-3.46855,-1.36131,-0.79775,1.94942,0.03089,319.3648,492.1851501,-3.027
-27622.5383,142.7648,304.123,1.26495,-1.57023,1.15261,-0.44513,0.43642,-1.98432,251.2816,489.1829224,-1.367
-36665.5355,836.9046,523.084,3.90869,-1.46088,0.82277,-0.4191,0.42904,-1.46088,390.5618,773.0043945,-6.639999
-19374.2175,1.8428,152.585,1.82548,-0.37141,0.10931,-0.37141,0.20763,-0.37141,102.176,293.6345825,-0.41
-29536.9634,70.3233,352.782,7.10539,-1.17971,1.05163,-0.47572,0.46944,-2.35958,335.3096,530.4804077,-5.269
-25712.1283,125.1064,262.808,3.25783,-0.76249,1.01334,-0.50321,0.50588,-1.48923,208.2596,449.6387634,-2.36
-38013.0504,110.3085,521.912,3.92768,-1.91419,1.51126,-0.44645,0.37786,-2.95492,467.348,699.114624,-1.45272
-20129.0897,15.8967,165.818,0.00511588,0,-0.061,-0.03129,0.02766,0,100.2034,340.0371704,-4.53
-31665.7189,-410.1788,420.293,2.4604,-1.09772,0.2641,-0.42944,0.36183,-1.09772,340.4614,579.336731,-4.79
-22084.5678,-153.6569,182.025,6.20352,-1.81744,0.55394,-0.378,0.21723,-1.81744,164.1578,320.2976379,-0.17
-23705.1737,-18.1794,212.267,3.44962,-1.07032,1.14447,-0.53652,0.52801,-2.61212,186.173,396.4159546,-1.948
-26828.2114,15.5351,319.28,4.94093,-0.43121,0.53553,-0.43121,0.3672,-1.13092,246.3516,476.7664795,-1.55
-32834.5252,-120.7184,385.218,7.75324,-1.41069,1.07412,-0.54797,0.76246,-1.67355,367.8016,565.5169678,-5.23
-30246.8244,-27.8151,375.323,2.01132,-0.76616,0.16463,-0.44751,0.3852,-0.76616,256.4276,643.2553711,-6.809999
-20295.2615,-28.8886,137.277,4.7241,-0.47819,0.5388,-0.47819,0.43421,-1.30435,123.114,281.4981995,-0.74
-21731.8433,-417.1537,148.124,7.25615,-1.09242,-0.04104,-0.39886,0.52854,-0.56388,139.1104,288.7661743,-1.74
-28265.3732,-95.6323,323.663,7.02108,-2.69701,0.26421,-0.81266,1.79035,-0.90666,286.3422,524.5583496,-3.42
-30771.9161,-34.8207,378.576,4.06748,-1.45929,0.6404,-0.41893,0.42902,-1.45929,312.3646,604.6594238,-5.649453
-27327.1031,469.7775,289.545,2.38349,-0.26943,1.79474,-0.51158,0.42642,-2.43552,225.293,491.2127075,-2.48
-26991.1694,-153.8187,315.649,3.30898,-0.46716,1.12574,-0.46716,0.44144,-1.79242,268.3176,480.7107239,-2.86
-18521.9576,-0.0295,117.505,1.87326,-0.32946,-0.24685,-0.32946,0.22933,-0.32946,94.1128,257.9651184,0
-25104.4474,87.0315,265.744,5.86693,-1.11589,1.18222,-0.4914,0.51323,-1.53108,211.2602,443.2851563,-0.85
-28563.0403,-122.1543,310.61,2.0893,0,-0.03444,-0.09487,0.10394,-0.44289,326.4365,471.3568726,-7.39
-28614.6344,-29.9947,326.948,7.52288,-0.74135,0.72745,-0.51245,0.50627,-1.64754,290.7487,537.6580811,-4.89
-19809.0382,-53.6627,139.251,1.84357,-0.32958,-0.18262,-0.32958,0.22983,-0.32958,108.1396,289.1115417,-0.7
-21404.7484,3.9094,175.696,3.36996,-1.09752,0.19123,-0.4338,0.36308,-1.09752,152.1494,330.9116211,0.050732
-24336.2696,-119.4099,193.241,3.3287,-1.44611,1.12405,-0.40312,0.37742,-1.44611,160.1694,386.0081177,-0.82
-23072.2964,-0.7256,217.808,6.57281,-0.73454,-0.28512,-0.36783,0.50712,-0.22742,187.1976,368.846344,-4.272
-24286.3094,-248.3108,241.513,3.19063,0,-0.3804,-0.11553,0.07967,-0.23104,223.1012,400.2556458,-5.27
-24005.1715,36.3073,214.869,2.48807,0,-0.30005,-0.2174,0.07279,-0.18718,185.243,378.7547302,-4.6
-21036.507,187.494,152.966,4.00765,-1.52782,0.75839,-0.44637,0.38704,-1.52782,132.1158,307.7828979,1
-29113.5195,157.6312,334.439,12.558,-1.88592,0.068,-0.7592,1.88589,-1.04092,309.3392,516.9658813,-3.59
-24178.1169,70.295,235.415,4.16382,-0.58656,0.02337,-0.46151,0.45335,-0.909,201.2244,415.3181763,-3.3
-23951.7186,-968.8947,196.43,0.00309177,0,0.07647,-0.07408,0.1099,-0.29613,215.8938,332.5701599,-5.512673
-18898.6558,8.737,131.801,3.25385,-0.36145,0.09422,-0.36145,0.25781,-0.36145,98.1444,275.7168884,-0.6
-29669.7644,-127.2989,305.084,4.71129,-1.23475,0.60503,-0.60689,1.06591,-0.97828,321.5422,471.4962158,-5.72
-29658.9571,95.9582,355.138,3.38285,-0.74501,-0.18649,-0.43143,0.37453,-0.8649,329.8003,546.2109375,-4.966
-19835.9401,-15.5149,132.209,1.64714,-0.77408,0.48984,-0.45068,0.42437,-0.77408,100.117,288.3949585,-0.74
-28706.6027,-135.9865,339.239,9.01631,-2.37507,0.12215,-0.78674,1.91525,-1.64755,338.7649,514.914917,-3.38927
-20104.0651,16.896,143.152,1.67772,0,-0.25879,-0.38869,0.19768,-0.38869,107.1548,295.324646,-0.85
-26446.7197,134.0921,266.56,9.0696,-1.56192,-0.39518,-0.785,1.90662,-0.79862,253.2752,456.2866821,-2.77844
-28274.5763,481.7233,311.298,7.58145,-2.04178,0.24625,-0.77484,1.91061,-1.17423,270.3458,524.9182739,-3.39
-23917.7529,-92.8769,244.546,7.60081,0,0.33957,-0.16531,0.10543,-0.95172,290.8314,374.2933655,-4.51
-19766.6539,8.925,138.692,1.91005,-0.75438,0.55267,-0.44095,0.37057,-0.75438,102.1328,297.3306885,-0.55
-29547.2568,-453.4549,362.691,8.69494,0,0.24167,-0.28143,0.17384,-1.02616,343.2146,534.538269,-4.08
-19444.8693,-46.5025,140.25,2.33152,0,0.31937,-0.37072,0.13513,-0.72472,100.1632,278.4187622,0.74
-19157.2066,62.1763,109.318,2.87509,-0.8583,0.69961,-0.5267,0.50668,-1.21721,89.0938,257.760376,0.85
-24287.635,152.5286,229.449,4.60247,-0.74863,0.58645,-0.45873,0.40811,-1.40661,192.217,413.1203613,-2.138
-25692.6807,126.2036,272.416,5.12951,-1.52266,1.24822,-0.43944,0.43804,-1.90283,235.239,458.7335205,-0.495
-22016.2122,18.8196,203.131,0.01067,0,-0.24878,-0.13074,0.06129,0,126.2412,391.3174438,-5.05
-18494.1584,-19.3519,111.683,5.0942,-0.77241,0.04389,-0.38778,0.47116,-0.30125,89.0938,258.3860779,-0.8
-33700.1411,89.0542,443.742,9.05842,-1.54816,1.38213,-0.47906,0.42323,-2.74635,371.4352,712.0881958,-1.845
-23052.891,24.0793,255.294,0.00104951,0,-0.5585,-0.06926,0.07144,0,206.2866,413.1112061,-6.570001
-26299.7312,122.3317,318.559,2.26975,0,-0.24508,-0.365,0.15915,-0.72999,240.3474,525.7734985,-1.206
-17042.3933,0.5195,101.837,2.54901,0,-0.10021,-0.31547,0.08957,-0.31547,79.1012,235.5770264,0.76
-25090.7689,-108.8554,262.088,0.834605,0,-0.54418,-0.27466,0.2171,-0.05756,225.3076,440.8222351,-4.353
-21249.4297,19.301,186.879,0.0177296,0,-0.05279,-0.0884,0.0416,0,114.2302,362.655365,-5.08
-27954.3705,-97.0392,323.69,4.2101,0,-0.24423,-0.17831,0.20613,-0.58442,320.045,486.3045959,-6.509999
-27070.0453,25.8249,334.086,0.997322,-0.34453,0.27323,-0.39704,0.21159,-1.56594,301.295,484.7045898,-3.37
-18646.4417,-44.2026,121.739,2.15298,-0.36657,0.16159,-0.36657,0.14345,-0.36657,86.1334,265.5760498,0.11
-25611.6029,159.7801,265.687,5.62447,-1.01739,0.24533,-0.37295,0.23356,-1.36508,211.2602,447.662323,0.14
-25576.0398,-262.9525,244.827,4.92916,-0.51411,0.89566,-0.51411,0.50785,-1.41911,212.6785,424.4339905,-3.46
-33149.5088,442.5987,356.523,4.38904,-2.26784,1.47863,-0.50859,0.7464,-2.01926,330.3503,560.1901245,-3.36264
-26292.3703,23.9233,293.625,4.86065,-0.51792,0.30088,-0.51792,0.50472,-1.26526,232.3248,483.2529297,-4.11
-26912.8058,-34.5039,261.321,5.12438,-2.21744,0.34629,-0.77034,1.38225,-0.83519,210.2095,463.5078125,-1.087
-19080.0478,11.1638,134.317,1.84137,-0.38327,0.06628,-0.38327,0.20912,-0.38327,88.1492,286.0352478,-0.29
-19842.5051,4.269,145.351,2.55882,0,0.00195,-0.29912,0.09088,-0.29912,107.1548,298.2058105,0.38
-27906.8155,-21.5334,312.947,3.90573,-0.65586,0.10539,-0.3693,0.23048,-1.21413,248.3242,509.825592,-3.85453
-27074.7328,267.5544,269.771,11.9116,-3.11466,-0.11872,-0.78705,1.92331,-1.14982,297.7309,431.7575989,-2.6939
-32111.1993,389.5792,420.226,8.62189,-1.82629,1.50191,-0.38629,0.43263,-2.19013,383.4,604.5792236,-4.11
-35082.3601,-86.2324,475.367,4.60425,-0.94054,0.13377,-0.41098,0.40124,-1.19917,416.303,696.9781494,-8.019997
-16230.6358,4.8071,88.6938,2.60842,0,-0.40923,-0.17539,0.2276,-0.17539,67.0902,221.2260284,-0.17
-23409.0047,30.2828,238.158,0.127916,0,-0.60034,-0.11074,0.07764,0,192.2598,403.2672424,-5.84
-28542.6888,-128.0975,339.877,3.57415,-0.45518,1.70142,-0.45518,0.66488,-2.40267,322.2891,505.2969666,-4.21
-19918.6697,13.8806,131.45,0.00120707,-1.52022,0.77974,-0.44455,0.38833,-1.52022,118.089,281.1311035,-0.2
-27266.5931,-198.4251,286.887,3.63313,0,-0.14229,-0.10669,0.09201,-0.40115,291.9914,449.7205811,-7.250001
-24782.569,683.5414,209.995,9.00349,-2.21686,0.86054,-0.43428,0.52117,-1.69569,211.1306,357.9763184,-1.00776
-19917.8627,2743.5255,117.164,5.22389,-0.7696,0.57649,-0.42721,0.41633,-0.7696,88.106,266.1540527,-0.49
-16810.4092,0.639,91.2748,1.87459,-0.38541,0.09846,-0.38541,0.20951,-0.38541,60.0956,227.4402924,0.43
-18763.4694,-47.3616,111.95,3.95366,-0.27088,0.006,-0.28116,0.24745,-0.44359,99.089,256.4689331,-0.07
-21481.55,-148.465,166.359,6.74362,-1.59118,-0.48593,-0.79767,1.90334,-0.38204,157.1868,322.3204956,-1.56
-25788.0131,22.2005,296.46,0.917422,0,-0.80984,-0.08522,0.07236,0,252.3148,456.5586243,-8
-25448.735,-59.5882,279.406,1.52446,-0.58077,0.46568,-0.41861,0.38131,-1.00093,239.7011,439.1204224,-2.34
-23591.1359,18.6844,223.259,5.06916,-0.74307,0.74447,-0.43251,0.34949,-1.44399,181.1938,397.626709,0.46
-25793.8209,-109.7985,285.633,2.79405,0,-0.75623,-0.3721,0.20458,-0.3721,243.3074,449.0122375,-6.2
-19752.2112,-114.9568,136.472,4.14845,-0.36361,0.29381,-0.36361,0.36467,-0.73307,133.1828,268.7313538,-1.77
-28250.9804,-1047.0051,307.358,2.10575,-1.20816,0.32753,-0.43533,0.52823,-1.3164,281.2702,484.7434692,-3.79244
-26635.7302,-162.2325,278.263,9.41866,-1.54026,-0.50549,-0.77316,1.90093,-0.66642,269.3358,465.1863709,-2.909
-21644.6333,18.5361,160.743,5.82145,-0.77147,-0.05503,-0.38639,0.52742,-0.33916,157.5561,307.4826965,-2.77
-20850.5615,250.0562,133.857,2.17126,-0.75779,0.31212,-0.44342,0.39068,-0.80067,199.9758,274.8725891,-0.43
-24247.7838,-1634.5046,201.959,7.24786,-0.43348,0.6063,-0.46512,0.40761,-1.36544,170.2288,360.8569336,-2.15
-20768.4834,9.7273,165.073,3.5319,0,0.67746,-0.35181,0.23235,-1.1222,146.1512,315.3018494,0.06
-23933.2781,-16.2547,214.486,6.41685,-1.13265,0.41721,-0.38577,0.55559,-1.07404,185.1822,365.9491272,-0.737
-18918.8363,-8.0547,134.565,1.67035,-0.38703,0.22028,-0.38703,0.20962,-0.38703,88.1492,274.461792,-0.4
-31425.1846,-374.5251,358.571,1.80621,0,0.16776,-0.08118,0.11225,-0.49197,395.3267,500.2772827,-7.919987
-18508.6415,9.5592,115.531,2.06763,-0.76112,0.41046,-0.44475,0.39285,-0.76112,88.106,256.9899597,0.28
-26839.1646,-0.3771,248.807,8.34288,-2.59305,1.0924,-0.73797,1.37801,-1.61716,223.1651,431.7197876,0.65
-26207.0532,11.8489,283.387,7.12338,-1.66424,1.92507,-0.47123,0.51347,-2.84381,254.245,448.808075,-0.17
-23295.7981,449.523,218.059,3.34373,0,0.06354,-0.28048,0.07231,-0.56039,172.2292,379.7961121,-1.367
-26401.3928,4.827,285.32,0.75734,-0.14401,0.09561,-0.14401,0.11019,-0.49088,305.975,444.0482788,-8.860121
-24165.5809,-66.6276,236.051,8.35114,-0.89334,0.66447,-0.49484,0.49948,-1.62868,184.2376,406.6899719,-2.747
-24762.1108,-378.3487,244.103,1.36249,0,-0.38611,-0.12085,0.08135,-0.24168,223.1012,408.7530212,-5.8
-24868.1316,250.1728,267.342,2.7835,0,0.77309,-0.41606,0.1977,-1.07983,240.4142,423.8071289,-3.9
-30758.0938,21.7881,412.082,3.82374,-0.92929,0.01501,-0.33813,0.34251,-1.0563,366.8433,583.5130005,-5.93
-23477.5966,-233.9982,216.593,5.59855,-2.1742,-0.58731,-0.8181,1.91032,-0.26388,208.2314,381.743103,-1.265
-25748.7762,-81.1353,304.128,0.085531,0,-0.76326,-0.09464,0.07426,0,254.3306,468.8218689,-7.850011
-19794.5506,8.6673,166.289,0.0279046,0,-0.10169,-0.06176,0.03838,0,112.2144,313.0468445,-4.28474
-22840.5428,55.5128,216.291,2.99395,-0.37318,-0.00766,-0.37318,0.20528,-0.73608,165.2346,374.9756165,-0.385209
-30419.3837,59.4979,380.899,1.86261,-1.17776,0.96949,-0.44049,0.4364,-1.59685,291.3894,573.6387329,-3.561
-21699.0226,13.3319,178.11,4.58158,-0.27753,0.57735,-0.27753,0.58525,-0.95717,174.1221,325.0786438,-1.155
-18401.2097,-315.7989,110.902,2.41205,-0.81301,0.67527,-0.40668,0.38434,-1.15578,99.089,252.2284851,0.3
-32910.452,790.1995,422.068,9.24832,-1.55924,1.16355,-0.49013,0.42196,-2.72549,357.4084,679.2984009,-2.686
-23966.3804,-125.9462,243.651,7.78378,-1.62821,-0.97973,-0.81415,1.79302,0.16481,218.2698,409.4877319,-3.64378
-21780.5802,73.4714,185.036,0.0183843,0,-0.05785,-0.07491,0.03725,0,114.2302,353.259552,-5.16
-29736.9322,23.0307,314.693,8.54342,-2.00156,0.4314,-0.61228,1.07172,-1.01866,291.2581,505.1948242,-4.28517
-29641.2706,55.2199,362.704,2.45655,-1.92713,1.1401,-0.44013,0.43665,-2.33839,295.3346,546.5578613,-1.178
-30200.8933,-228.784,382.09,4.91131,-0.43268,0.46696,-0.43268,0.36844,-1.12092,288.432,561.5986328,-3.2241
-30591.1729,-431.6537,327.299,6.53395,-2.13971,0.81597,-0.73087,1.08569,-1.48642,287.3283,527.0456543,1.14
-20529.522,339.199,150.401,2.56805,-0.83021,0.63863,-0.51525,0.5002,-1.19022,117.1474,303.9588623,0.1
-15695.3019,-4.8815,68.6461,1.76526,-0.39445,0.17675,-0.39445,0.21211,-0.39445,46.0688,198.7638855,1.1
-30236.8615,55.9785,321.364,4.51923,-1.23651,0.43055,-0.60616,1.0668,-0.7976,412.9937,484.1624146,-6.62
-17018.9295,-16.3884,91.1289,2.73987,0,0.28843,-0.3181,0.19145,-0.34342,73.1124,222.7493286,-1
-26381.6898,-39.2947,330.203,0.00380603,0,-0.95486,-0.05857,0.0726,0,278.3526,498.8189392,-8.659953
-21386.1551,-11.0234,208.723,3.27487,-0.33584,0.10587,-0.33584,0.29521,-0.33584,152.2358,345.7841492,-1.85
-26929.7818,323.6221,299.603,4.74659,-1.07766,0.36369,-0.40742,0.36181,-1.18962,274.7031,471.4883118,-4.18
-30941.4359,-141.1606,361.609,1.15443,-1.93409,1.69637,-0.44274,0.4365,-2.34357,295.3346,570.2907104,-1.573
-25807.6179,-48.1909,268.72,6.19978,-0.42503,-0.22832,-0.42503,0.40592,-0.65756,323.1326,454.1054382,-4.21
-24690.9041,46.7162,238.601,6.09407,-0.68177,0.80328,-0.49558,0.51381,-1.45995,214.6511,419.4556274,-2.57
-26474.5898,212.5811,250.252,4.17583,-0.66182,0.28275,-0.33149,0.49944,-0.28275,295.3365,379.5791016,-5.82
-23049.7282,11.5707,204.295,2.32598,0,-0.14534,-0.06847,0.04767,-0.06847,226.1,386.1509705,-4.81
-26541.2517,151.7499,305.059,3.8969,-0.75527,0.0367,-0.4376,0.38237,-0.92904,271.3332,474.8783569,-3.94
-21116.773,29.2561,184.189,4.45616,-0.44654,0.28138,-0.44654,0.36476,-0.7932,149.192,350.3041687,-0.95
-22872.4609,-311.769,188.079,6.77514,-1.59062,-0.43683,-0.79738,1.9031,-0.38163,171.2136,352.6403198,-1.74
-27040.5476,-39.5368,263.862,8.54504,-3.48317,-1.12765,-0.79233,1.94932,-0.08105,283.3318,425.5738831,-1.276
-22391.3479,8.5097,193.128,3.51149,-0.74176,0.24316,-0.43536,0.44189,-0.97618,173.1708,350.6038208,-1.088
-19938.3482,40.2211,151.234,1.5214,0,-0.12059,-0.40344,0.21975,-0.40344,119.1658,302.4699707,-1.04
-26830.3243,12.5099,330.612,3.36593,-1.18065,0.51892,-0.45866,0.34943,-1.5596,263.3358,515.0195313,-2.12
-26543.3398,38.218,284.689,1.76102,-0.39427,-0.00593,-0.39427,0.21247,-0.39427,186.3368,514.579834,-4.67
-28023.0769,-188.4084,312.2,10.6819,-3.45969,-1.35924,-0.79605,1.94935,0.04011,319.3648,490.9535522,-2.719
-25207.2151,-21.1893,252.077,2.28213,-0.89342,1.27318,-0.41513,0.48606,-1.64924,261.064,419.3155518,-2.82
-23795.8665,87.3613,240.037,3.8859,-1.49663,0.71264,-0.43808,0.39777,-1.49663,200.234,368.2471619,-1.42
-22655.5729,29.6778,194.394,2.56069,0,-0.00807,-0.21758,0.08067,-0.21758,179.0995,374.1331787,-4.43
-23796.447,62.6458,236.878,0.0480832,0,-0.407,-0.10035,0.06431,0,162.2742,431.4335632,-5.21
-30981.4774,-92.3453,434.654,6.06086,-0.38186,0.04554,-0.38186,0.21136,-1.0786,365.4922,610.4122925,-3.98
-26472.836,-13.8517,266.13,1.64408,-0.98417,-0.38023,-0.32943,0.23242,-0.98417,228.247,455.6004639,-4.34008
-20801.3247,47.5558,147.973,3.45263,-1.53067,0.77592,-0.45601,0.44409,-1.53067,130.1,289.5830994,-0.224117
-31826.2305,8.2879,388.419,1.07095,0,0.22776,-0.09415,0.12554,-0.22776,474.64,491.0958557,-7.279998
-29073.0951,92.1903,336.544,6.80473,-2.0459,0.64297,-0.39471,0.51895,-1.02875,296.2792,488.0612183,-4.47
-32546.5513,82.898,491.582,2.67809,-1.3982,0.3537,-0.39061,0.37878,-1.34169,416.5744,621.0525513,-1.77
-16445.7893,-18.9548,79.7311,2.46838,-0.78008,0.32977,-0.39009,0.21318,-0.78008,62.0682,212.9897308,0.08
-16238.5024,2.1734,68.8081,4.90377,-0.7815,0.10312,-0.39077,0.46819,-0.31331,61.0402,194.7361908,0.26
-32196.8624,459.6297,403.878,10.4789,-2.53897,0.12533,-0.77974,1.91622,-1.69831,364.4154,616.4642334,-4.118
-26600.6697,-64.8855,264.732,7.89975,-3.47223,-1.17743,-0.78829,1.9457,-0.0206,283.3318,430.7380066,-1.65
-23454.4834,39.3914,257.266,0.00354834,0,-0.43665,-0.08226,0.06467,0,208.3024,417.2818298,-5.96
-35019.6269,-369.3892,422.893,9.3761,-2.91785,1.53328,-0.76333,1.92173,-2.51527,414.8197,591.0168457,-4.58
-20911.747,-384.2633,147.484,6.77185,-1.64649,-0.42976,-0.82345,1.58458,-0.06191,122.1818,298.9619751,0.04
-26559.9717,183.6175,298.605,8.33866,-0.94161,0.44485,-0.42777,0.4314,-0.94161,244.2896,480.2110596,-4.31
-27891.4666,-28.6959,272.714,6.16438,-0.82074,0.70828,-0.495,0.51247,-1.47964,258.1036,482.6130981,-4.37
