G_sol,DeltaG_sol,volume,sol_dip,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,LogS
-17402.1954,-20.0914,89.6292,5.04751,-0.77389,0.06172,-0.38862,0.47028,-0.30361,75.067,225.0167236,-0.22
-26822.6874,-198.4022,250.535,10.4237,-1.30213,0.93446,-0.55677,0.73557,-1.47414,229.2485,418.383606,-0.74
-28823.394,-14.3927,336.833,6.2413,-1.1415,0.56386,-0.48082,0.36944,-1.86554,266.3394,559.5146484,0.04
-25058.9438,177.6151,257.841,6.37238,-0.43598,0.40178,-0.43598,0.36414,-0.98941,211.6907,415.09021,-2.48
-29521.771,51.9908,355.246,4.02287,-1.45514,0.97122,-0.41968,0.42873,-1.45514,278.3474,528.6466675,-4.68418
-25690.8534,-20.3818,262.407,6.35986,-1.19495,1.03342,-0.47912,0.47017,-1.74014,232.2384,430.7677612,-3.55212
-31936.7844,-544.0053,404.481,5.07207,-1.60521,-0.46112,-0.85244,1.11955,-0.69884,356.4109,595.541626,-2.3777
-18181.0958,10.9868,99.7327,4.03087,-0.39747,0.17378,-0.39747,0.33869,-0.39747,70.0908,242.0624695,0.32
-21479.2526,19.1297,174.043,5.04523,-0.51995,0.27171,-0.51995,0.51148,-1.35834,151.1676,343.3278198,-2.33
-25001.0055,-140.3493,239.895,6.33947,-1.96575,-0.14595,-0.76601,0.97825,-0.9875,214.1573,392.6046753,-3.078
-25055.5043,232.3097,229.806,5.74804,-2.30463,0.56534,-0.34991,0.58759,-1.12979,236.1378,388.528595,-2.63
-28802.0829,45.8898,355.392,10.3559,-0.40435,0.0998,-0.40292,0.25398,-0.90722,302.3754,540.2636719,-3.54
-37012.1123,-94.6416,523.99,3.87591,-1.46084,0.77047,-0.41901,0.42904,-1.46084,390.5618,836.0983887,-5.11
-25598.7929,-51.4223,276.027,10.4098,-1.65355,-0.89177,-0.82682,1.80146,-0.57558,248.299,450.8642578,-2.92725
-29851.5724,274.8997,324.003,1.17481,-2.34292,1.29664,-0.44606,0.43671,-2.71247,283.2804,494.1686401,-1.268
-19070.8854,0.3747,133.694,1.81493,-0.37118,0.10731,-0.37118,0.20645,-0.37118,88.1492,275.2727051,0.08
-29878.5718,531.1871,324.355,7.39655,-1.5661,1.01559,-0.53637,1.08024,-1.53707,299.2807,512.6303711,-3.35
-28011.0675,-66.0175,315.682,2.3452,0,-0.02711,-0.09762,0.10315,-0.44915,326.4365,453.7156677,-7.32
-17697.3668,-10.4528,89.3494,0.00475104,-1.37167,0.82614,-0.39073,0.41309,-1.37167,90.0354,214.8625793,0.38
-27801.3932,-951.9162,288.023,4.76534,-0.69338,0.78257,-0.45849,0.43562,-1.68815,255.2756,465.3400879,-3.04
-19492.9057,-332.0403,128.422,2.34266,0,-0.25367,-0.12493,0.07824,-0.12493,112.5585,268.0572205,-2.39474
-19634.989,-5.8535,135.23,3.30004,-0.39285,0.14363,-0.39285,0.22922,-0.70946,109.1274,283.4125061,0.96
-28756.2765,-21.9911,335.084,3.35427,-0.43794,0.58867,-0.43794,0.29242,-0.89274,304.6615,499.9893799,-4.88
-24235.8667,46.5137,241.203,1.76115,-0.3943,0.03067,-0.3943,0.21248,-0.3943,158.2832,452.0536499,-3.63
-21987.1598,-10.1627,175.934,3.47768,-1.00283,0.44209,-0.3855,0.35207,-1.00283,152.1494,333.8753967,-1.15489
-22682.8867,-350.7549,220.09,0.000930975,0,-0.66563,-0.05914,0.07177,0,178.233,375.3824768,-6.436607
-14589.4761,-19.5958,68.8482,0.082652,0,-0.18216,-0.20965,0.16608,0,40.0646,192.7748261,-0.41
-24314.9063,-15.5521,245.205,4.36195,-0.91198,0.85281,-0.46676,0.44785,-1.63844,216.239,403.1767273,-3.745
-29172.8069,-92.0832,338.389,4.34814,-1.05403,0.63034,-0.49162,0.42557,-1.47901,285.342,557.9008789,-3.46
-26787.2336,227.9117,277.433,2.94291,0,1.56088,-0.47782,0.42328,-2.20463,240.6949,471.2407837,-3.15
-27663.2214,-215.5719,277.855,4.72341,-1.66534,2.04912,-0.51157,0.51527,-2.49322,230.2632,479.051178,-0.729
-16676.9419,6.6728,84.0597,3.02726,-0.37866,0.24918,-0.37866,0.30179,-0.37866,58.0798,218.4291077,0.58
-25280.6511,106.6805,252.126,0.0043383,-0.42356,0.07918,-0.21184,0.09578,-0.63646,253.0842,417.5188293,-7.830002
-23931.8295,-113.1992,238.141,5.30792,-0.87536,1.11167,-0.45134,0.49774,-1.55394,216.6669,393.5438538,-2.48
-27403.3714,-137.3667,261.376,2.41379,-0.61679,0.76484,-0.30861,0.21183,-0.83537,275.9462,405.8174133,-5.2395
-26861.3031,199.5814,305.806,4.89638,-1.09115,0.31653,-0.39038,0.23369,-1.42973,239.3138,489.1960144,-1.16115
-30212.8332,-82.505,386.279,9.67494,-2.00543,0.00582,-0.78565,1.91632,-1.35676,365.8337,582.8840942,-3.63977
-25588.9035,-154.1965,237.047,4.52491,-2.05145,0.68531,-0.7537,1.12869,-1.16733,257.4376,379.1217346,-0.338
-22186.832,-292.5737,205.124,0.00140052,-0.44262,-0.18329,-0.22132,0.08101,-0.44262,184.194,367.7046509,-5.324741
-27973.0936,-51.6793,318.502,4.7329,-2.46435,0.88194,-0.39136,0.26236,-2.46435,286.281,483.4530029,-0.85
-28227.4501,-37.3508,351.209,2.51476,-0.35168,0.07776,-0.35168,0.26848,-1.26722,331.2006,512.3446045,-4.38
-22817.8002,-50.9614,198.14,2.35799,0,-0.5545,-0.21183,0.07446,0.05721,254.0698,345.1220703,-4.55
-24886.817,-124.3011,238.833,4.21646,0,0.40318,-0.21617,0.12237,-0.64775,267.9292,376.2914124,-5.43
-20729.6219,5.3661,183.315,0.0477278,0,0.02156,-0.14434,0.05636,0,114.2302,332.1702881,-4.74
-21496.245,4.5033,205.709,0.102629,0,-0.58372,-0.10024,0.08697,0,166.222,366.9496155,-4.967883
-23090.5159,-1.9062,183.924,7.62696,-1.08574,0.20729,-0.39554,0.52739,-0.93391,168.1518,344.5445251,-3.165
-17901.3299,-130.5829,104.201,0.481284,-0.79822,0.71723,-0.39916,0.31033,-0.79822,76.095,245.8567657,0.48
-27551.6198,-248.0248,297.342,9.6726,-3.50106,-0.99103,-0.79904,1.96347,-0.39234,303.3042,484.4169312,-2.403
-23216.4116,-61.9447,219.915,2.41185,0,-0.5197,-0.12246,0.0796,-0.12246,188.6561,385.3089905,-4.88
-25354.3048,-679.279,222.431,6.96643,-1.84991,-0.59383,-0.76381,1.94253,-0.38827,230.256,389.1110535,-2.503
-22852.0226,42.7647,196.629,3.67177,-1.2214,1.01472,-0.45963,0.39143,-1.73473,160.1724,368.3148193,-0.2
-26895.461,-274.9013,271.609,6.01468,-1.69066,1.35315,-0.52644,0.50619,-2.40485,218.2522,456.7039795,-1.73737
-26602.7564,-17.4575,299.934,6.57443,-0.75369,0.46612,-0.43793,0.46448,-1.27406,244.2926,484.1565247,-4.74
-26768.2447,-173.7041,306.422,3.31798,-0.47426,0.75585,-0.47426,0.44216,-1.73502,266.3018,469.3535767,-3.19
-23473.6656,-60.911,197.753,9.69227,-1.2424,0.33538,-0.45142,0.52856,-1.03775,180.1628,366.1656799,-2.69
-18784.7552,-94.9905,122.675,1.51434,0,0.06463,-0.37111,0.13295,-0.37111,85.1486,264.5419312,1.07
-19547.3543,4.2177,144.366,2.40375,0,-0.06358,-0.29612,0.08991,-0.29612,107.1548,299.5603333,0.51
-26430.0824,-518.8437,222.528,2.31075,-0.31595,-0.15803,-0.31595,0.25279,-0.28269,370.9158,364.4846802,-3.61
-19706.817,16.1844,159.992,2.26274,0,0.32432,-0.35904,0.13368,-0.70894,114.19,303.8217773,0.49
-22949.8662,-76.6448,183.267,3.89711,-0.75799,0.04698,-0.37947,0.52629,-0.37636,192.0012,326.0992737,-3.2
-20164.9668,74.8159,144.649,2.60686,0,0.01785,-0.31267,0.09039,-0.31267,107.1548,287.8059998,0.36
-27916.7999,59.5749,370.083,3.01663,-0.73393,0.05444,-0.37237,0.2599,-0.73393,290.4448,500.9659729,-4.74
-26649.1018,32.8058,300.44,5.84803,-1.00744,-0.01245,-0.3868,0.3505,-1.00744,254.2848,497.7084961,-5.699
-25313.1589,-360.6375,241.491,11.0752,-1.5915,0.98769,-0.43519,0.52084,-1.77697,238.1592,428.0778809,-3.357
-31593.2276,145.059,399.254,10.6336,-1.25848,0.64619,-0.54954,0.73488,-1.47256,367.8448,587.0915527,-4.43
-23667.6065,-164.7016,229.693,1.74537,-0.52129,0.03582,-0.26065,0.22442,-0.72367,184.2376,396.1569519,-2.39
-29813.7437,54.7619,311.397,4.52537,-1.23537,0.55549,-0.60653,1.06631,-0.92721,365.9932,473.4260559,-6.09
-25711.2721,170.9086,253.307,4.89116,-1.53818,1.05794,-0.44036,0.43808,-1.88015,221.2122,441.4270325,-2.401
-26603.8447,58.7811,292.43,1.63715,-1.18733,0.82036,-0.44455,0.43644,-1.5673,235.2822,479.1242065,-2.866
-20026.5286,15.4368,175.758,0.038146,0,-0.04608,-0.13648,0.0589,0,112.2144,321.4995422,-4.48
-28389.2438,-326.448,385.175,1.58952,-0.37375,-0.26446,-0.37375,0.20851,-0.46121,306.5054,506.5923157,-5.41
-24635.7405,138.671,229.773,3.48306,0,1.53515,-0.48271,0.42316,-2.10459,201.6583,424.7978516,-4.55
-28723.1102,-30.7276,325.812,3.48499,-1.43951,1.06914,-0.37105,0.67697,-1.74104,322.2433,477.0557861,-5.47
-28365.1962,-40.0089,308.761,1.40906,-0.13566,0.2087,-0.13566,0.12646,-0.51253,340.4201,461.7752991,-9.159894
-27991.0902,69.0652,362.07,3.39485,-0.92026,0.51124,-0.38364,0.20977,-1.3039,313.3956,535.4877319,-0.82
-34565.0793,-58.6426,484.528,3.5609,-1.23167,0.24396,-0.36785,0.2303,-1.82635,406.4804,714.3943481,-4.2557
-29194.6996,359.6373,355.686,7.51454,-1.19619,1.26452,-0.47961,0.46998,-2.31761,319.3349,523.4669189,-2.81581
-19786.7549,466.417,144.769,2.45316,0,-0.00218,-0.28727,0.07937,-0.28727,107.1548,301.6196899,0.45
-23534.3858,-121.0932,226.218,5.06189,-0.75839,0.35686,-0.41512,0.20595,-1.17351,181.234,383.6253357,-0.73
-26887.0602,846.8205,288.791,3.19792,-2.26005,-0.64783,-0.78093,1.94492,-0.60974,283.3164,469.9644165,-2.861
-14188.6487,-8.2821,47.5521,1.77946,-0.40477,0.20731,-0.40477,0.21419,-0.40477,32.042,163.7472229,1.57
-24924.6786,327.8988,234.411,6.18932,-0.7602,1.43855,-0.40843,0.36377,-2.46728,209.2072,419.1392212,-1.078
-19973.3768,2.8463,172.037,1.85102,-0.36955,0.13619,-0.36955,0.20516,-0.36955,116.2028,307.7576294,-0.72
-30020.3092,-15.8742,346.348,0.00862177,-1.51878,1.01011,-0.43674,0.38023,-1.51878,258.357,588.9633789,-3.509
-30072.7659,584.7653,344.625,1.36133,-1.26165,1.77799,-0.48302,0.53906,-2.53178,330.17,549.4558105,-4.38
-35105.8454,-782.2942,420.856,0.00288135,0,0.41518,-0.04367,0.05179,-0.41517,498.662,538.4028931,-11.69897
-24370.6285,1057.0766,225.043,7.2019,-0.86198,0.85706,-0.49144,0.50243,-1.72105,237.0959,383.9838562,-2.68
-32987.0409,-400.9839,412.625,5.82211,-2.71635,0.18846,-0.78792,1.91158,-1.89276,398.3924,639.9875488,-6.1367
-19500.6628,8.2743,130.119,1.64202,-0.76256,0.47818,-0.446,0.38474,-1.11326,103.1206,277.8470154,1.08
-28047.6038,-101.7301,309.616,8.60469,-0.39452,1.09673,-0.39452,0.66229,-1.84694,312.1183,475.7996216,-4.05
-29489.6498,-55.2188,406.417,1.86339,-0.74389,-0.00689,-0.384,0.25922,-0.74389,316.4826,538.7544556,-4.65
-22431.7798,-57.7534,198.151,0.055453,0,-0.29146,-0.19803,0.16647,0,124.2254,389.1593018,-4.24
-28871.3908,162.8083,291.309,7.05379,-1.99173,0.57449,-0.60236,1.07119,-1.06228,297.6496,466.964447,-4.31
-22823.6291,293.6778,175.041,5.13702,-1.51807,0.34408,-0.43815,0.52153,-0.99654,167.1208,326.3497314,-2.751
-27782.2114,-161.1584,299.728,0.00496652,-0.3886,0.31701,-0.19433,0.10387,-0.73067,321.9744,458.9794006,-9
-31879.6564,-37.2796,373.945,9.24553,-2.79707,0.27139,-0.81769,1.68269,-1.78275,356.2202,554.6566162,-2.15
-28876.3371,112.4197,355.476,7.82307,-2.03585,0.23169,-0.7735,1.90899,-1.27279,311.3982,560.3925781,-3.68
-28705.2254,-170.5204,336.876,5.07182,-1.05186,0.87728,-0.45109,0.43705,-1.4257,265.3516,558.2868652,-2.71
-26395.3715,208.6744,266.401,6.56308,-1.80896,0.1771,-0.38347,0.53134,-0.74759,240.2152,430.6572876,-3.38
-25243.9626,65.8122,212.866,1.76315,-2.47936,0.3373,-0.37115,0.53416,-0.87843,229.1056,364.2069702,-2.83
-20566.9457,-7.0644,155.681,1.9817,-0.75457,0.35991,-0.4373,0.38886,-0.75457,116.1596,310.3088989,-0.81
-26224.8145,57.135,292.934,2.35946,-1.13172,0.25459,-0.42964,0.38988,-1.30868,255.2726,469.7142944,-3.259
-19094.2942,1.5866,144.275,1.27016,0,0.29928,-0.38838,0.14877,-0.38838,99.1754,284.8764954,0.23
-18268.3749,4.7829,121.493,1.68807,0,-0.31979,-0.38848,0.19769,-0.38848,93.128,264.9863281,-0.41
-23857.1914,903.0764,184.847,5.19492,-1.95659,1.17759,-0.41284,0.44662,-1.95659,184.105,336.2214355,-1.099
-27515.6103,-30.3503,353.329,3.22058,-0.65962,-0.43602,-0.32983,0.22923,-0.65962,270.3706,521.5394897,-4.43
-16964.4873,7.4304,97.9943,5.05956,0,-0.07622,-0.16783,0.11053,-0.33559,80.089,226.7317352,1.1
-18285.8828,-9.0927,119.551,9.39409,0,0.54359,-0.56943,0.28894,-1.23193,102.1538,257.8528137,-0.71
-26372.6927,-5.578,317.002,3.12923,-0.6715,-0.19866,-0.34112,0.2909,-0.6715,266.339,473.1344604,-5.24
-18908.5652,73.0631,113.09,5.36332,-1.14591,0.40218,-0.3866,0.21685,-1.14591,92.0944,253.8322601,1.12
-28544.405,-17.1339,393.73,0.00339719,0,-1.30278,-0.07877,0.12127,0,320.433,571.0219116,-7.8
-23651.9063,-69.8674,215.279,0.00496708,-0.58146,0.48628,-0.29079,0.19766,-0.76881,207.056,378.5614014,-4.41
-34943.1573,-208.836,539.509,5.98549,-2.135,0.87661,-0.42753,0.39553,-2.135,444.5668,681.0559082,-4.58
-19113.1857,5.148,132.719,1.77032,-0.39367,0.14557,-0.39367,0.21275,-0.39367,88.1492,284.5550537,-0.52
-23250.2674,109.3606,232.788,0.00332867,0,-0.79322,-0.06735,0.06785,0,180.2488,414.450531,-5.790116
-19439.7368,4.5776,148.642,3.11898,-0.36085,0.25476,-0.36085,0.26927,-0.36085,100.1602,288.8748474,-0.72
-24330.7108,-41.329,226.275,10.422,-2.0501,0.03278,-0.79953,1.90459,-1.17445,214.2386,406.4898376,-1.61
-21052.2606,37.6022,158.138,6.50485,-0.76862,-0.12975,-0.38576,0.51968,-0.24894,137.1378,304.9303894,-2.31988
-28544.2707,184.4146,306.836,5.23003,-1.25339,0.26018,-0.62456,1.06504,-0.75438,278.3205,489.5580139,-4.57
-21684.8972,127.1302,166.674,2.31426,-0.76425,0.459,-0.38999,0.21395,-0.76425,118.1754,345.4157715,-0.42
-26336.6364,28.7731,289.122,2.01089,-0.76613,0.23781,-0.44746,0.38517,-0.76613,200.3204,516.1068726,-4.62
-29426.9619,36.3048,414.473,4.25859,-0.34289,-0.39788,-0.36357,0.23401,-0.52063,337.4608,546.5248413,-5.508497
-26500.3968,-40.4588,325.604,0.0430653,0,-0.70664,-0.07619,0.07455,0,268.3574,493.0027161,-7.939529
-30467.2791,-40.8474,416.799,7.54484,-1.78688,0.57394,-0.37871,0.30629,-1.78688,360.4492,542.6033325,-3.85
-25004.466,158.9855,262.764,3.08957,0,1.86775,-0.46316,0.40555,-2.01097,213.3,435.1781616,-2.68
-29489.2557,-68.4428,350.334,2.2504,-1.41676,0.96171,-0.39297,0.67502,-1.3878,333.2665,502.1311951,-6.12
-31686.4771,224.7053,433.92,4.19706,-0.73301,1.02585,-0.45488,0.42435,-1.82779,343.468,690.2358398,-3.79357
-24763.7918,77.5351,266.584,5.01343,-0.5175,0.7694,-0.5175,0.50693,-1.30734,206.287,459.3612061,-3.52058
-21986.1343,5.0445,180.239,3.17093,-0.85862,0.38826,-0.52571,0.50644,-1.2168,151.1646,346.4043579,-0.35
-26733.4156,20.2557,293.976,5.45794,-0.75268,0.08641,-0.4366,0.38957,-1.10945,273.7183,480.2770081,-4.6983
-22462.7759,2.7765,215.254,0.0505857,0,-0.3887,-0.10036,0.06433,0,148.2474,399.2201538,-4.64
-32567.031,-9.0799,412.626,0.96603,-1.40078,1.03142,-0.39067,0.67458,-1.67803,421.7351,552.2970581,-6.779999
-25595.9588,-73.3324,293.049,7.56446,-0.47957,0.43434,-0.47957,0.4168,-0.91604,230.309,473.0056152,-1.908
-26710.1591,228.8354,266.073,2.44007,-0.26885,1.82665,-0.51049,0.4271,-2.44475,211.2662,469.1613159,-2.08
-33499.609,-31.8407,432.981,0.00549942,-1.51729,0.93789,-0.43653,0.38019,-1.51729,314.4642,697.3864746,-3.72126
-24585.5206,38.5309,238.211,3.03581,-0.12342,0.65894,-0.42866,0.36184,-1.81252,215.214,415.0334167,-3.946
-21469.747,-79.0253,188.548,9.73183,0,0.65535,-0.4291,0.25654,-0.97564,162.2674,326.1749268,-2.13
-24617.4432,-62.4046,246.891,2.50987,-0.75719,0.59622,-0.49846,0.50171,-1.1454,193.245,420.4823303,-2.86
-26549.3837,15.5865,331.896,3.89299,0,-0.13234,-0.10426,0.11721,-0.41805,364.9132,444.6987915,-6.56228
-21713.136,-3.3332,170.338,2.61235,-0.68545,0.05843,-0.38984,0.21604,-0.68545,138.1658,337.5655518,-0.70497
-24519.8001,-97.0618,220.703,0.00379931,0,-0.1163,-0.03295,0.1061,-0.09578,393.6978,357.5531921,-6.98
-19718.0869,-6.9882,156.852,1.84216,-0.38551,0.00528,-0.38551,0.21049,-0.38551,114.187,303.473999,-0.88
-29901.3706,-26.0981,368.608,2.58684,0,-0.36804,-0.18495,0.20706,-0.36776,307.262,566.0355835,-7.04
-18385.6908,46.9648,101.519,8.66765,0,0.55427,-0.46649,0.45884,-1.45003,84.0804,237.5818176,-0.31
-27253.8008,-16.1089,304.712,3.34756,-0.45321,0.38619,-0.45321,0.29514,-0.93499,257.7775,498.3285828,-3.934
-27133.247,85.2293,323.18,4.13273,0,1.85516,-0.44573,0.41509,-2.10487,257.7655,495.3308105,-4.41
-26147.851,598.5237,295.779,2.9913,-0.47542,0.87969,-0.47542,0.44396,-1.52828,253.303,462.6045837,-3.32
-19025.3648,-70.2838,129.106,0.00389226,-0.65668,-0.10952,-0.32837,0.23032,-0.65668,110.1122,272.7980347,-0.17
-31717.7068,27.8101,418.47,2.01068,-0.76612,0.12802,-0.44744,0.38519,-0.76612,284.4812,706.7457886,-5.68
-28581.8654,-158.1515,318.92,8.49671,-1.84005,0.47739,-0.7891,1.909,-1.68427,294.3276,513.7689209,-2.54
-18454.4481,12.3252,110.451,1.87189,-0.75625,0.45863,-0.44325,0.35946,-1.08901,89.0938,249.7532501,0.271842
-30235.3549,-88.0882,379.727,5.09391,-1.05129,0.84179,-0.45101,0.43704,-1.42516,293.4052,620.9702148,-3.84
-27335.6518,-416.2234,284.846,9.77263,-1.56398,0.08534,-0.78525,1.91568,-1.33956,264.3014,467.1244202,-2.8209
-27057.257,95.8245,316.959,2.96172,-1.23656,0.74759,-0.47126,0.50476,-2.01375,282.2982,494.5052185,-4.469
-35558.7999,34.1608,484.977,4.15948,-0.93042,0.35563,-0.41014,0.40204,-1.38654,434.2935,727.7011108,-7.339998
-21342.5316,-13.3757,156.965,5.11505,-0.46489,0.35547,-0.46489,0.42329,-1.22611,137.1408,312.944458,0.01
-30323.0586,501.9401,375.871,6.57764,-1.17955,1.19141,-0.47578,0.46942,-2.37888,349.3364,559.234436,-5.312
-16429.943,-6.3845,73.3921,2.04585,-0.77127,0.41601,-0.45239,0.3778,-0.77127,60.0524,201.3168182,1.22
-32224.0754,313.0029,400.188,7.78514,-0.94084,0.90147,-0.41321,0.3368,-1.96004,449.2472,618.815918,-3.523
-24590.767,-120.7291,248.094,5.45656,-1.92771,-0.87209,-0.78002,1.94606,-0.12262,251.333,407.9810486,-2.594
-24285.4465,-402.8883,195.198,2.34604,-1.50092,0.45258,-0.42358,0.52728,-1.0375,201.5659,342.1032104,-1.74811
-28711.1285,58.0907,322.093,5.50886,-1.63757,1.27572,-0.46275,0.43657,-2.4213,276.2914,508.2062073,-1.045
-25698.3923,-65.2737,265.31,10.0453,-2.23779,-0.74552,-0.8027,1.81099,-0.4268,250.2686,420.0766296,-3.319
-24014.9397,106.2037,231.239,1.22778,-1.54793,1.19619,-0.49631,0.50771,-1.92693,189.2108,402.6079407,-0.74473
-28609.2222,53.4842,341.623,8.25033,-1.54857,-0.65073,-0.7745,1.91139,-0.9485,314.3612,503.756897,-2.32
-19455.8038,-5.2658,131.382,3.04095,-0.75147,0.4314,-0.43668,0.39054,-1.09491,103.1206,275.5584412,0.31
-22857.8002,7.5601,244.574,0.00393442,0,-0.69461,-0.10239,0.06465,0,182.2646,424.5659485,-4.62
-19469.9453,2.3951,138.64,1.83624,-0.32787,-0.17835,-0.32787,0.22986,-0.32787,108.1396,283.9181213,-0.62
-23507.5871,113.3504,245.22,2.84606,0,-0.41714,-0.34873,0.21312,-0.177,213.2966,400.9724426,-5.593
-27828.7171,-274.4758,303.516,4.51215,-0.74369,0.74723,-0.37197,0.42383,-1.23885,284.1414,474.9406433,-4.8
-24516.2445,-182.4631,234.963,8.46483,-1.11432,0.55276,-0.42284,0.43272,-1.11432,216.1928,398.4504395,-3.58438
-32291.3728,0.0072,446.642,7.55809,-0.88013,0.53369,-0.44531,0.43603,-1.39613,352.4754,653.8265991,-5.628
-29890.2054,25.7628,433.33,3.15322,-0.91671,0.19458,-0.38362,0.22018,-1.30033,375.4664,626.8980713,-2.222
-31524.2749,535.1161,389.207,7.36472,-1.52945,1.20221,-0.44508,0.43035,-2.63283,349.4038,578.3925781,-1.232
-24437.3436,-32.0119,210.869,11.2566,-1.25944,0.78012,-0.48908,0.56953,-1.34748,214.1984,373.9623108,-3.22
-28856.9694,82.4333,349.249,1.75565,-0.39429,-0.06087,-0.39429,0.21248,-0.39429,228.4172,611.171814,-6.349999
-23261.3358,17.2649,193.089,7.19843,-0.78113,0.41672,-0.48041,0.43144,-1.26053,166.1792,365.6769409,-1.151
-35353.9377,50.6514,565.599,1.12098,-2.32425,0.98766,-0.46333,0.3793,-2.72485,465.6288,712.8771362,-5.15
-24501.8093,-51.4512,217.493,4.10568,-1.97004,1.26759,-0.46948,0.38882,-2.3588,189.1676,378.9170532,-0.711
-32828.2638,-20.6288,465.721,2.66656,-0.38688,0.38266,-0.38688,0.21026,-1.39597,403.9689,644.0458984,-4.24034
-27437.5085,-163.1283,288.185,1.93686,-0.75966,0.44744,-0.43643,0.3802,-0.75966,200.3204,508.2577209,-4.1
-31496.6067,47.8701,363.663,0.187357,-0.11774,0.51108,-0.11774,0.14123,-0.51106,443.7554,500.4089661,-11.522879
-28485.6479,513.5996,339.883,7.51106,-2.03739,0.12585,-0.7753,1.91069,-1.16243,296.3836,540.8913574,-4.21
-35216.7638,118.0356,421.007,9.36853,-1.66008,0.65461,-0.54457,0.7481,-1.22148,384.4579,661.9508057,-5.54
-22742.8453,131.9291,192.045,6.7886,-0.77172,-0.30855,-0.38697,0.52293,-0.24879,173.1708,344.504364,-3.58886
-28685.9807,-261.8725,321.713,4.30262,-1.1935,0.51801,-0.43897,0.42562,-1.53534,281.3104,511.5332947,-4.308
-30033.3442,78.1685,323.932,8.30882,-1.51172,0.43627,-0.42134,0.53,-1.49242,327.1232,506.5467529,-4.7
-21911.0378,12.9916,184.141,5.33587,-0.55014,0.37267,-0.55014,0.50458,-1.36156,150.1798,355.4942322,-0.95
-22389.8811,-30.3311,206.014,0.0455816,0,-0.47565,-0.09666,0.06791,0,156.2268,370.9074402,-4.29
-18870.5789,-53.1731,115.984,1.90784,-0.76834,0.60909,-0.43771,0.38133,-0.76834,88.106,266.5195923,-0.14
-27477.7593,-5.5058,357.258,0.958449,-1.09445,0.46342,-0.42597,0.38081,-1.44433,289.3736,529.9377441,-1.724
-27541.1105,1052.5895,290.356,6.9136,-2.03062,0.32537,-0.76895,1.91552,-1.25323,276.7373,486.8378906,-3.12561
-27511.9972,631.035,268.782,6.73373,-2.01405,0.45405,-0.60664,1.0733,-1.02366,263.2045,449.2121887,-3.68
-23835.3627,20.5963,243.084,6.33881,-0.48633,0.46747,-0.48633,0.39994,-1.31932,203.2432,412.8498535,-0.62
-33633.1041,-120.4512,449.339,2.58137,-0.97338,0.09542,-0.42043,0.40273,-1.11828,391.2932,688.1566162,-6.29
-20730.4753,-2.068,182.232,0.0253637,0,-0.01315,-0.07748,0.04029,0,114.2302,332.1711731,-4.8
-19828.5636,-2.9713,139.165,1.85312,-0.32915,-0.18378,-0.32915,0.22939,-0.32915,108.1396,289.015625,-0.68
-22998.7182,120.3543,191.538,6.51282,-1.50025,0.05433,-0.38022,0.52875,-0.45014,182.1354,343.8362427,-2.82
-18923.273,-47.9644,118.205,5.29755,-0.75725,0.55509,-0.42433,0.41131,-0.75725,88.106,262.5863647,-0.63
-20489.2342,-24.9336,147.39,2.08143,-0.74354,0.49171,-0.37753,0.28697,-1.05476,165.4035,271.437561,0.72
-19402.4773,12.4507,141.572,1.64933,0,-0.24441,-0.38757,0.19892,-0.38757,107.1548,290.0488586,-0.85
-22621.3838,112.6726,183.352,7.93857,-1.44343,0.48468,-0.38681,0.52679,-0.91664,179.1318,337.8959961,-2.651
-29792.2547,-260.972,331.267,3.43566,0,0.07024,-0.08381,0.10505,-0.47419,360.8816,485.2452698,-8.320027
-26718.5942,161.4481,283.597,2.57749,0,1.30006,-0.49542,0.40845,-1.95129,227.3268,482.278656,-3.04
-31228.3861,61.1456,465.878,6.10928,-1.42479,0.57846,-0.42027,0.35238,-1.42479,384.5144,594.7108154,-5.35
-33775.0763,-68.324,447.622,9.04076,-2.3919,-0.07249,-0.79027,1.90446,-1.00866,397.5017,661.3192139,-4.2
-25706.2839,23.2034,263.294,2.48153,-1.19381,0.97401,-0.46204,0.43667,-1.65585,219.2396,452.5095825,-1.609
-29602.216,26.4465,361.328,3.35612,-0.27125,0.47109,-0.3791,0.66526,-1.3724,309.3305,562.3121338,-1.59
-18774.9115,-85.6063,112.344,1.66417,-0.38003,0.34324,-0.38003,0.14919,-0.38003,74.1224,269.9963684,-0.09
-21218.9079,-56.4524,149.169,6.48699,-1.09854,-0.03705,-0.39001,0.52605,-0.57249,139.1104,296.1435547,-1.01
-24543.6965,866.2557,200.727,8.01362,-1.50199,0.40499,-0.43984,0.52312,-0.98398,246.0169,352.8575134,-2.966
-23269.0628,-184.7374,205.959,2.53444,-0.75751,0.19086,-0.38075,0.20959,-0.75751,146.229,372.1791687,-0.54
-24038.0417,-25.6475,208.558,0.0587803,0,0.16071,-0.03209,0.07392,-0.16071,260.762,355.1269531,-4.914971
-17718.5528,64.8404,104.108,1.71057,0,0.10532,-0.36818,0.1319,-0.36818,71.1218,239.5414429,1.15
-20595.7812,-8.9941,146.547,1.70991,-1.35308,0.14328,-0.62029,0.52307,-0.67871,140.0982,290.1119385,-0.68825
-25131.5213,162.8746,227.111,7.80594,-1.07544,0.15904,-0.39566,0.52743,-0.9236,196.2054,410.3777771,-3.159
